plot,logger,serial,start,end
SA01,thdi,80011426159,*,*
SA02,thdi,80011426165,*,*
SA03,thdi,80011426162,*,*
SA04,thdi,80011426167,*,*
SA05,thdi,80011426164,*,*
SA06,thdi,80011426166,*,*
SA07,thdi,80011426163,*,*
SA08,thdi,80011426161,*,*
SA09,thdi,80011426160,*,*
SA10,thdi,80011426169,*,*
SA11,thdi,80011426173,*,*
SA12,thdi,80011426168,*,*
SA13,thdi,80011426171,*,*
SA14,thdi,80011426172,*,*
SA15,thdi,80011426170,*,*
