"PlotID","Categories","ECOSYID","FocalPlot","Easting","Northing","Lon","Lat","Ta_200","rH_200","Ts_10","SWDR_300","SWUR_300","LWDR_300","LWUR_300","PAR","WD","WV","p_200","P_RT_NRT","F_RT_NRT","TF","TLC","ET","NBS","LINK"
"fer1","ForestErica",61,"N",312061,9658202,37.3096998833,-3.0937080901,"INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
"fer2","ForestErica",61,"N",313026,9656689,37.3183568455,-3.1073989291,"NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
"fer3","ForestErica",61,"N",313445,9657261,37.3221335046,-3.1022325946,"INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
"fer4","ForestErica",61,"N",313015,9656239,37.3182565018,-3.1114702209,"INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
"fer5","ForestErica",61,"N",319145,9654406,37.3733714868,-3.1281311432,"NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
"hel1","Helichrysum",62,"Y",308189,9662706,37.2749362988,-3.0529223813,"INSTALLED","INSTALLED","INSTALLED","INSTALLED","INSTALLED","INSTALLED","INSTALLED","NOT_COLLECTED","INSTALLED","INSTALLED","INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","2nd_PHASE","NOT_COLLECTED","NA"
"hel2","Helichrysum",62,"N",313698,9658430,37.3244277244,-3.0916698713,"INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","2nd_PHASE","NOT_COLLECTED","NOT_COLLECTED","NA"
"hel3","Helichrysum",62,"N",319484,9655772,37.3764401929,-3.1157822343,"INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","2nd_PHASE","NOT_COLLECTED","NOT_COLLECTED","NA"
"hel4","Helichrysum",62,"N",326722,9657135,37.4415813826,-3.1035599918,"NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
"hel5","Helichrysum",62,"N",327537,9657889,37.4489206125,-3.0967532003,"INSTALLED","INSTALLED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NOT_COLLECTED","NA"
